Name,source,original_index,SMILES,status
negative:165,negative,165,CCCOc1nc2ccc(I)cc2c(=O)n1CCC,kept
negative:166,negative,166,CC1CCCCC1NC(=O)Nc1ccccc1,kept
negative:167,negative,167,COc1ccc(NC(=O)N(C)C)cc1Cl,kept
negative:168,negative,168,COP(=S)(OC)Oc1cc(Cl)c(Br)cc1Cl,kept
negative:169,negative,169,Cc1c(C(=O)c2c[nH]n(C)c2=O)ccc(S(C)(=O)=O)c1C1=NOCC1,kept
negative:170,negative,170,CSc1nnc(C(C)(C)C)c(=O)n1N,kept
negative:171,negative,171,CCNc1nc(Cl)nc(NC(C)(C)C#N)n1,kept
negative:172,negative,172,CNC(=O)C(C)SCCSP(=O)(OC)OC,kept
negative:173,negative,173,CC(C)N(C(=O)SC/C(Cl)=C/Cl)C(C)C,kept
negative:174,negative,174,CCOP(=S)(OCC)SCn1c(=O)oc2cc(Cl)ccc21,kept
negative:175,negative,175,CNC(=O)O/N=C(\SC)C(=O)N(C)C,kept
negative:176,negative,176,CCCCOCN(C(=O)CCl)c1c(CC)cccc1CC,kept
negative:177,negative,177,C[N+]1(C)CCCCC1,kept
negative:178,negative,178,CC(C)N1C(=O)c2ccccc2NS1(=O)=O,kept
negative:179,negative,179,CCOP(=S)(NC(C)C)Oc1ccccc1C(=O)OC(C)C,kept
negative:180,negative,180,CCOc1nc(C(Cl)(Cl)Cl)ns1,kept
negative:181,negative,181,CCOC1Oc2ccc(OS(C)(=O)=O)cc2C1(C)C,kept
negative:182,negative,182,CNC(=O)Oc1cc(C)c(C)c(C)c1,kept
negative:183,negative,183,CNc1cnn(-c2cccc(C(F)(F)F)c2)c(=O)c1Cl,kept
negative:184,negative,184,CCCCCCCC/C=C\CCCCCCCCCCCCC,kept
negative:185,negative,185,O=c1c(C(CC(O)c2ccc(-c3ccc(Br)cc3)cc2)c2ccccc2)c(O)oc2ccccc12,kept
negative:186,negative,186,CCN(CC)c1c([N+](=O)[O-])cc(C(F)(F)F)c(N)c1[N+](=O)[O-],kept
negative:187,negative,187,CCSCc1ccccc1OC(=O)NC,kept
negative:188,negative,188,COP(=O)(OC)OC(Br)C(Cl)(Cl)Br,kept
negative:189,negative,189,COP(=O)(NC(C)=O)SC,kept
negative:190,negative,190,CCNP(=S)(OC)O/C(C)=C/C(=O)OC(C)C,kept
negative:191,negative,191,CCC(C)n1c(=O)[nH]c(C)c(Br)c1=O,kept
negative:192,negative,192,COP(=O)(OC)SCn1c(=O)oc2cc(Cl)cnc21,kept
negative:193,negative,193,CCOc1cc(OP(=S)(OC)OC)nc(CC)n1,kept
negative:194,negative,194,c1coc(-c2nc3ccccc3[nH]2)c1,kept
negative:195,negative,195,C#CCOc1cc(-n2nc(C(C)(C)C)oc2=O)c(Cl)cc1Cl,kept
negative:196,negative,196,Cc1nnc(-c2ccccc2)c(=O)n1N,kept
negative:197,negative,197,Cc1cccc2sc3nncn3c12,kept
negative:198,negative,198,CC(C)(C)C(=O)C(Oc1ccc(Cl)cc1)n1cncn1,kept
negative:199,negative,199,CCOP(=O)(OCC)O/C(=C/Cl)c1ccc(Cl)cc1Cl,kept
negative:200,negative,200,C=CC1(C)OC(=O)N(c2cc(Cl)cc(Cl)c2)C1=O,kept
negative:201,negative,201,O=[N+]([O-])C(Br)(CO)CO,kept
negative:202,negative,202,CC(C)(C)C(O)C(Oc1ccc(-c2ccccc2)cc1)n1cncn1,kept
negative:203,negative,203,O=C(O)COc1nc(Cl)c(Cl)cc1Cl,kept
negative:204,negative,204,CCOP(=S)(OCC)SCSP(=S)(OCC)OCC,kept
negative:205,negative,205,CC(C)C(O)(c1ccc(OC(F)(F)F)cc1)c1cncnc1,kept
negative:206,negative,206,CC(C(=O)O)N(C(=O)c1ccccc1)c1ccc(F)c(Cl)c1,kept
negative:207,negative,207,CCNc1nc(Cl)nc(NC(C)(C)C)n1,kept
negative:208,negative,208,Cn1cc(-c2ccccc2)c(=O)c(-c2cccc(C(F)(F)F)c2)c1,kept
negative:209,negative,209,Clc1ccc(C2(Cn3cncn3)OCCO2)c(Cl)c1,kept
negative:210,negative,210,O=C(NC(=O)c1ccccc1Cl)Nc1ccc(OC(F)(F)F)cc1,kept
negative:211,negative,211,COc1nc(C)nc(NC(=O)NS(=O)(=O)c2ccccc2Cl)n1,kept
negative:212,negative,212,CCC(=O)Nc1ccc(Cl)c(Cl)c1,kept
negative:213,negative,213,COC(=O)C(C)N(C(=O)Cc1ccccc1)c1c(C)cccc1C,kept
negative:214,negative,214,CS(=O)(=O)NC(=O)c1cc(Oc2ccc(C(F)(F)F)cc2Cl)ccc1[N+](=O)[O-],kept
negative:215,negative,215,CC(C)OP(=S)(OC(C)C)SCCNS(=O)(=O)c1ccccc1,kept
negative:216,negative,216,CBr,kept
negative:217,negative,217,CCS,kept
negative:218,negative,218,CCCN(CCC)C(=O)SCC,kept
negative:219,negative,219,CCOC(=O)C(C)Oc1ccc(Oc2cnc3cc(Cl)ccc3n2)cc1,kept
negative:220,negative,220,COCC(=O)N(c1c(C)cccc1C)N1CCOC1=O,kept
negative:221,negative,221,CC(=O)OO,kept
negative:222,negative,222,CN(C)C1C(=O)C(C(N)=O)C(=O)[C@@]2(O)C(=O)C3C(=O)c4c(O)cccc4[C@@](C)(O)[C@H]3[C@H](O)[C@@H]12,kept
negative:223,negative,223,CCCCC(O)(Cn1cncn1)c1ccc(Cl)cc1Cl,kept
negative:224,negative,224,CCCCCCCCCCCCCN1CC(C)OC(C)C1,kept
negative:225,negative,225,COc1nc(C)nc(NC(=O)NS(=O)(=O)c2ccccc2OCCCl)n1,kept
negative:226,negative,226,O=C(NC(=O)c1c(F)cccc1F)Nc1cc(Cl)c(F)c(Cl)c1F,kept
negative:227,negative,227,CCOC(=O)CCN(Cc1ccccc1)SN(C)C(=O)O/N=C(/C)SC,kept
negative:228,negative,228,CCNc1nc(NC(C)C)nc(SC)n1,kept
negative:229,negative,229,C=C(C)[C@H]1Cc2c(ccc3c2O[C@@H]2COc4cc(OC)c(OC)cc4C2C3=O)O1,kept
negative:230,negative,230,O=C(O)c1c(Cl)ccc2cc(Cl)cnc12,kept
negative:231,negative,231,O=C1c2ccccc2C(=O)c2ccccc21,kept
negative:232,negative,232,COP(=S)(OC)SCn1nnc2ccccc2c1=O,kept
negative:233,negative,233,CCOc1ccc(NC(=O)OC(C)C)cc1OCC,kept
negative:234,negative,234,Oc1ccccc1-c1ccccc1,kept
negative:235,negative,235,CCOP(=S)(CC)Sc1ccccc1,kept
negative:236,negative,236,Cc1cc(Cl)ccc1OCC(=O)O,kept
negative:237,negative,237,CCOP(=O)(SC(C)CC)SC(C)CC,kept
negative:238,negative,238,CNc1oc(-c2ccccc2)c(O)c1-c1cccc(C(F)(F)F)c1,kept
negative:239,negative,239,CCSC(C)CC1CC(=O)C(C(CC)=NOC/C=C/Cl)C(=O)C1,kept
negative:240,negative,240,CCCOC/C(=N\c1ccc(Cl)cc1C(F)(F)F)n1ccnc1,kept
negative:241,negative,241,C[N+](C)(C)CCCl,kept
negative:242,negative,242,O=C(O)COc1cc(Cl)c(Cl)cc1Cl,kept
negative:243,negative,243,COc1c(O)c(Cl)c(Cl)c(Cl)c1Cl,kept
negative:244,negative,244,COc1c(O)cc(Cl)c(Cl)c1Cl,kept
negative:245,negative,245,COc1cc(Cl)c(Cl)c(Cl)c1O,kept
negative:246,negative,246,COc1cc(Cl)c(Cl)cc1O,kept
negative:247,negative,247,COCc1cnc(C2=NC(=O)C(C)(C(C)C)N2)c(C(=O)O)c1,kept
negative:248,negative,248,OC(Cc1ccccc1Cl)(Cn1[nH]cnc1=S)C1(Cl)CC1,kept
negative:249,negative,249,CC(Oc1cc(Cl)c(Cl)cc1Cl)C(=O)O,kept
negative:250,negative,250,CNC(=O)Oc1cccc(/N=C/N(C)C)c1,kept
negative:251,negative,251,c1ccc2scnc2c1,kept
negative:252,negative,252,CO/N=C(/C1=NOCCO1)c1ccccc1Oc1ncnc(Oc2ccccc2Cl)c1F,kept
negative:253,negative,253,CCOP(=S)(OCC)Oc1ccc([N+](=O)[O-])cc1,kept
negative:254,negative,254,CCOc1ccc(NC(C)=O)cc1,kept
negative:255,negative,255,ClC(Cl)Cl,kept
negative:256,negative,256,C[S+](C)[O-],kept
negative:257,negative,257,CN(C)C=O,kept
negative:258,negative,258,ClCBr,kept
negative:259,negative,259,S=C=S,kept
negative:260,negative,260,C=C(Cl)Cl,kept
negative:261,negative,261,CC(C)(C)O,kept
negative:262,negative,262,CC(C)(C)C(=O)O,kept
negative:263,negative,263,CC(Cl)(Cl)C(=O)O,kept
negative:264,negative,264,CC(C)[N+](=O)[O-],kept
negative:265,negative,265,Nc1cccc2c1C(=O)c1ccccc1C2=O,kept
negative:266,negative,266,O=S(=O)(O)c1ccc(O)c2ccccc12,kept
negative:267,negative,267,CCCCOC(=O)c1ccccc1C(=O)OCc1ccccc1,kept
negative:268,negative,268,O=NN(c1ccccc1)c1ccccc1,kept
negative:269,negative,269,c1ccc2c(c1)Cc1ccccc1-2,kept
negative:270,negative,270,Oc1c(Cl)c(Cl)c(Cl)c(Cl)c1Cl,kept
negative:271,negative,271,O=[N+]([O-])c1cc([N+](=O)[O-])c(O)c([N+](=O)[O-])c1,kept
negative:272,negative,272,Nc1ccc(Cl)cc1[N+](=O)[O-],kept
negative:273,negative,273,O=C(O)c1cc2ccccc2cc1O,kept
negative:274,negative,274,Oc1ccc(Cl)c(Cl)c1,kept
negative:275,negative,275,O=[N+]([O-])c1ccc(Cl)c(S(=O)(=O)O)c1,kept
negative:276,negative,276,O=[N+]([O-])c1ccccc1,kept
negative:277,negative,277,Cc1ccc([N+](=O)[O-])cc1,kept
negative:278,negative,278,Nc1ccc([N+](=O)[O-])cc1,kept
negative:279,negative,279,COc1ccc([N+](=O)[O-])cc1,kept
negative:280,negative,280,O=[N+]([O-])c1ccc([N+](=O)[O-])cc1,kept
negative:281,negative,281,O=C(O)c1ccc(C(=O)O)nc1,kept
negative:282,negative,282,C=CC1CC=CCC1,kept
negative:283,negative,283,C=Cc1ccncc1,kept
negative:284,negative,284,Nc1ccc(Cc2ccc(N)cc2)cc1,kept
negative:285,negative,285,Brc1ccc(Br)cc1,kept
negative:286,negative,286,Cc1ccc(Cl)cc1,kept
negative:287,negative,287,Nc1ccc(Cl)cc1,kept
negative:288,negative,288,C=CCCl,kept
negative:289,negative,289,Nc1cccc(Cl)c1,kept
negative:290,negative,290,CC(CCl)OC(C)CCl,kept
negative:291,negative,291,Clc1ccccc1,kept
negative:292,negative,292,CCCCCCCCCCCC,kept
negative:293,negative,293,Nc1ccc2c(c1)C(=O)c1ccccc1C2=O,kept
negative:294,negative,294,O=S(=O)(O)c1cc(S(=O)(=O)O)c2cc(O)ccc2c1,kept
negative:295,negative,295,O=[N+]([O-])c1ccc(Cl)cc1C(F)(F)F,kept
negative:296,negative,296,CCOP(=S)(OCC)Oc1ccc(=O)n(-c2ccccc2)n1,kept
negative:297,negative,297,OC(c1ccccc1)c1ccc(Cl)cc1,kept
negative:298,negative,298,CCN(CC)CC,kept
negative:299,negative,299,O=C(O)c1cccc([N+](=O)[O-])c1,kept
negative:300,negative,300,CC(O)CN(CC(C)O)CC(C)O,kept
negative:301,negative,301,CCNc1nc(Cl)nc(NCC)n1,kept
negative:302,negative,302,c1cc2ccc3cccc4ccc(c1)c2c34,kept
negative:303,negative,303,O=C1c2ccccc2C(=O)c2cc(Cl)ccc21,kept
negative:304,negative,304,CCc1cccc(CC)c1,kept
negative:305,negative,305,CCCCOCCCC,kept
negative:306,negative,306,CC(C)C(O)C(C)(C)CO,kept
negative:307,negative,307,CCOP(=S)(S)OCC,kept
negative:308,negative,308,Nc1cccnc1,kept
negative:309,negative,309,Nc1cccc2cccc(N)c12,kept
negative:310,negative,310,Nc1ccncc1,kept
negative:311,negative,311,Cc1cccc(C)c1C,kept
negative:312,negative,312,Clc1cccc(Cl)c1,kept
negative:313,negative,313,ClC1CCCCC1,kept
negative:314,negative,314,Oc1cccc(Cl)c1Cl,kept
negative:315,negative,315,CC(=O)N(C)c1ccccc1,kept
negative:316,negative,316,Cc1c([N+](=O)[O-])cccc1[N+](=O)[O-],kept
negative:317,negative,317,COC(=O)c1ccccc1C(=O)c1ccccc1,kept
negative:318,negative,318,CCCCCCCCCCCCCCC,kept
negative:319,negative,319,COP(=S)(OC)SCN1C(=O)c2ccccc2C1=O,kept
negative:320,negative,320,C=CC(Cl)CCl,kept
negative:321,negative,321,N#Cc1ccc(O)cc1,kept
negative:322,negative,322,Oc1c(Cl)c(Cl)cc(Cl)c1Cl,kept
negative:323,negative,323,COP(=O)(OC)O/C(=C\Cl)c1cc(Cl)c(Cl)cc1Cl,kept
negative:324,negative,324,O=C(O)c1ccc2cc(C(=O)O)ccc2c1,kept
negative:325,negative,325,Brc1c(Br)c(Br)c(Oc2c(Br)c(Br)c(Br)c(Br)c2Br)c(Br)c1Br,kept
negative:326,negative,326,S=C(NC1CCCCC1)NC1CCCCC1,kept
negative:327,negative,327,C=C(C)c1ccc(Cl)cc1,kept
negative:328,negative,328,O=C(O)c1[nH]n(-c2ccc(S(=O)(=O)O)cc2)c(=O)c1N=Nc1ccc(S(=O)(=O)O)cc1,kept
negative:329,negative,329,COc1cccc2ccccc12,kept
negative:330,negative,330,Nc1cccc2c(N)cccc12,kept
negative:331,negative,331,Cc1ccc2ccc3cccc4ccc1c2c34,kept
negative:332,negative,332,CNC(=O)Oc1cc(C)cc(C)c1,kept
negative:333,negative,333,CCCCCCCOC(=O)c1ccccc1C(=O)OCCCCCCC,kept
negative:334,negative,334,CCC(C)c1cccc(C(C)CC)c1O,kept
negative:335,negative,335,COC(=O)Nc1nc2ccccc2[nH]1,kept
negative:336,negative,336,ClCC(Cl)(Cl)CCl,kept
negative:337,negative,337,O=P(OC(CCl)CCl)(OC(CCl)CCl)OC(CCl)CCl,kept
negative:338,negative,338,CCc1cccc(CC)c1N(COC)C(=O)CCl,kept
negative:339,negative,339,Cc1ccc(N=Nc2c(O)c(C(=O)O)cc3ccccc23)c(S(=O)(=O)O)c1,kept
negative:340,negative,340,C/C=C1\CC2C=CC1C2,kept
negative:341,negative,341,Nc1c(N=Nc2ccc(S(=O)(=O)CCOS(=O)(=O)O)cc2)c(S(=O)(=O)O)cc2cc(S(=O)(=O)O)c(N=Nc3ccc(S(=O)(=O)CCOS(=O)(=O)O)cc3)c(O)c12,kept
negative:342,negative,342,N#CSCSc1nc2ccccc2s1,kept
negative:343,negative,343,O=C(Nc1ccc(Cl)c(Cl)c1)Nc1cc(Cl)ccc1Oc1ccc(Cl)cc1S(=O)(=O)O,kept
negative:344,negative,344,Clc1ccc2c(c1)Oc1ccc(Cl)cc1O2,kept
negative:345,negative,345,OCC(O)c1ccccc1Cl,kept
negative:346,negative,346,CCC(=O)Nc1cc(N(CCOC(C)=O)CCOC(C)=O)ccc1N=Nc1ccc([N+](=O)[O-])cc1Cl,kept
negative:347,negative,347,CCc1nn(C)c(C(=O)NCc2ccc(C(C)(C)C)cc2)c1Cl,kept
negative:348,negative,348,CCCCN(CCCC)CCCC,kept
negative:349,negative,349,CC(C)C(Nc1ccc(C(F)(F)F)cc1Cl)C(=O)OC(C#N)c1cccc(Oc2ccccc2)c1,kept
negative:350,negative,350,O=C(O)CNCP(=O)(O)O,kept
negative:351,negative,351,CC(C)(C)C(O)(CCc1ccc(Cl)cc1)Cn1cncn1,kept
negative:352,negative,352,CC(C)=NOCCOC(=O)C(C)Oc1ccc(Oc2cnc3cc(Cl)ccc3n2)cc1,kept
negative:353,negative,353,CCc1ccc(C(=O)NN(C(=O)c2cc(C)cc(C)c2)C(C)(C)C)cc1,kept
negative:354,negative,354,O=C(O)C1(C(=O)Nc2ccc(Cl)cc2Cl)CC1,kept
negative:355,negative,355,COCc1cnc(C2=NC(=O)C(C)(C(C)C)N2)c(C(=O)O)c1,kept
negative:356,negative,356,Clc1ccc(C2(Cn3cncn3)CC(Br)CO2)c(Cl)c1,kept
negative:357,negative,357,Cc1ccc(-c2c(Cl)nc(C#N)n2S(=O)(=O)N(C)C)cc1,kept
negative:358,negative,358,Cc1cc(C2CC2)nc(Nc2ccccc2)n1,kept
negative:359,negative,359,COC(=O)c1cccc(C)c1S(=O)(=O)NC(=O)Nc1nc(OCC(F)(F)F)nc(N(C)C)n1,kept
negative:360,negative,360,CCOP(=S)(OCC)SCSC(C)(C)C,kept
negative:361,negative,361,O=C(O)c1ccccc1C(=O)Nc1cccc2ccccc12,kept
negative:362,negative,362,O=[N+]([O-])NC1=NCCN1Cc1ccc(Cl)nc1,kept
negative:363,negative,363,CC(C)Nc1nc(Cl)nc(NC(C)C)n1,kept
negative:364,negative,364,CO/N=C(\C(=O)OC)c1ccccc1CO/N=C(\C)c1cccc(C(F)(F)F)c1,kept
negative:365,negative,365,COc1ncc(F)c2nc(S(=O)(=O)Nc3c(F)cccc3F)nn12,kept
negative:366,negative,366,CNC(=O)/C(=N/OC)c1ccccc1COc1cc(C)ccc1C,kept
negative:367,negative,367,N#Cc1cc(I)c(O)c(I)c1,kept
negative:368,negative,368,COC(=O)N(OC)c1ccccc1COc1ccn(-c2ccc(Cl)cc2)n1,kept
negative:369,negative,369,O=C(Cc1ccccc1)N=C(NOCC1CC1)c1c(C(F)(F)F)ccc(F)c1F,kept
negative:370,negative,370,CCOP(=S)(OCC)Oc1cc(-c2ccccc2)on1,kept
negative:371,negative,371,CCCN(CCC)c1c([N+](=O)[O-])cc(S(N)(=O)=O)cc1[N+](=O)[O-],kept
negative:372,negative,372,CNC(=O)Oc1cc(C)c(SC)c(C)c1,kept
negative:373,negative,373,CCSC(=O)N1CCCCCC1,kept
negative:374,negative,374,COC(=O)NC(=S)Nc1ccccc1NC(=S)NC(=O)OC,kept
negative:375,negative,375,CC(C)=CC1C(C(=O)OCc2cccc(Oc3ccccc3)c2)C1(C)C,kept
negative:376,negative,376,COc1cc(Cl)c(OC)cc1Cl,kept
negative:377,negative,377,Cc1cc(C)c(C2=C(OC(=O)CC(C)(C)C)C3(CCCC3)OC2=O)c(C)c1,kept
negative:378,negative,378,COP(=S)(OC)Oc1ccc([N+](=O)[O-])cc1,kept
negative:379,negative,379,CNP(=O)(OC)Oc1ccc(C(C)(C)C)cc1Cl,kept
negative:380,negative,380,N#Cc1sc2c(=O)c3ccccc3c(=O)c=2sc1C#N,kept
negative:381,negative,381,O=C(NC(=O)c1c(F)cccc1F)Nc1ccc(Cl)cc1,kept
negative:382,negative,382,CNC(=O)O/N=C(/CSC)C(C)(C)C,kept
negative:383,negative,383,CCNS(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,kept
negative:384,negative,384,CC1(C)C(C=C(Cl)Cl)C1C(=O)OC(C#N)c1cccc(Oc2ccccc2)c1,kept
negative:385,negative,385,CC1=C(C(=O)Nc2ccccc2)S(=O)(=O)CCO1,kept
negative:386,negative,386,CC1(C)C(C=C(Cl)Cl)C1C(=O)OCc1cccc(Oc2ccccc2)c1,kept
negative:387,negative,387,CCCCCCCCSC(=O)Oc1cc(Cl)nnc1-c1ccccc1,kept
negative:388,negative,388,C=CCON=C(CCC)C1C(=O)CC(C)(C)C(C(=O)OC)C1=O,kept
negative:389,negative,389,Cc1ccccc1C(=O)Nc1cccc(OC(C)C)c1,kept
negative:390,negative,390,CS/C(C)=N/OC(=O)N(C)SN(C)C(=O)O/N=C(\C)SC,kept
negative:391,negative,391,CCOP(=O)(O)C(N)=O,kept
negative:392,negative,392,O=C1C(Cl)C(CCl)CN1c1cccc(C(F)(F)F)c1,kept
negative:393,negative,393,CNC(=O)Oc1cccc2ccccc12,kept
negative:394,negative,394,CCSCCSP(=S)(OC)OC,kept
negative:395,negative,395,CC(=O)O,kept
negative:396,negative,396,COC(C)(C)CCCC(C)C=CC=C(C)CC(=O)OC(C)C,kept
negative:397,negative,397,O=C(Nc1ccccc1)N(Cc1ccc(Cl)cc1)C1CCCC1,kept
negative:398,negative,398,CCCC(Cn1cncn1)c1ccc(Cl)cc1Cl,kept
negative:399,negative,399,CCOC(=O)C(C)Oc1ccc(Oc2nc3ccc(Cl)cc3o2)cc1,kept
negative:400,negative,400,C[N+](C)(C)CCO,kept
negative:401,negative,401,CC(Cc1ccc(C(C)(C)C)cc1)CN1C[C@@H](C)O[C@@H](C)C1,kept
negative:402,negative,402,CCCN(CCOc1c(Cl)cc(Cl)cc1Cl)C(=O)n1ccnc1,kept
negative:403,negative,403,CC1(C)C(C=C(Cl)Cl)C1C(=O)OC(C#N)c1ccc(F)c(Oc2ccccc2)c1,kept
negative:404,negative,404,Cc1cc(Cl)ccc1OC(C)C(=O)O,kept
negative:405,negative,405,Clc1ccccc1-c1nnc(-c2ccccc2Cl)nn1,kept
negative:406,negative,406,C1=CC2C3C=CC(C3)C2C1,kept
negative:407,negative,407,CCOC(=O)NCCOc1ccc(Oc2ccccc2)cc1,kept
negative:408,negative,408,O=S(=O)(Oc1ccc(Cl)cc1)c1ccc(Cl)cc1,kept
negative:409,negative,409,CC1(C)CON(Cc2ccccc2Cl)C1=O,kept
negative:410,negative,410,CCC(C)(CC)c1cc(NC(=O)c2c(OC)cccc2OC)on1,kept
negative:411,negative,411,CCOC(=O)CCN(SN(C)C(=O)Oc1cccc2c1OC(C)(C)C2)C(C)C,kept
negative:412,negative,412,CCOP(=O)(SC(C)CC)N1CCSC1=O,kept
negative:413,negative,413,Nc1c(Cl)cc([N+](=O)[O-])cc1Cl,kept
negative:414,negative,414,Cc1cccc(O)c1,kept
negative:415,negative,415,O=[PH](O)c1ccccc1,kept
negative:416,negative,416,CC1COC(Cn2cncn2)(c2ccc(Oc3ccc(Cl)cc3)cc2Cl)O1,kept
negative:417,negative,417,COP(=S)(OC)Oc1ccc(SC)c(C)c1,kept
negative:418,negative,418,CC(C)(O)C(Cl)(Cl)Cl,kept
negative:419,negative,419,NC(N)=S,kept
negative:420,negative,420,FC(F)(Cl)Cl,kept
negative:421,negative,421,ClC1=C(Cl)C(Cl)(Cl)C(Cl)=C1Cl,kept
negative:422,negative,422,CCCCC(CC)COP(=O)(OCC(CC)CCCC)OCC(CC)CCCC,kept
negative:423,negative,423,C=CC(=C)C,kept
negative:424,negative,424,CC(C)(c1cc(Br)c(O)c(Br)c1)c1cc(Br)c(O)c(Br)c1,kept
negative:425,negative,425,CC(C)(c1ccc(O)cc1)c1ccc(O)cc1,kept
negative:426,negative,426,Nc1ccc(S(=O)(=O)O)c2ccccc12,kept
negative:427,negative,427,O=C(O)Cc1cccc2ccccc12,kept
negative:428,negative,428,CCN(CC)c1ccccc1,kept
negative:429,negative,429,Oc1ccccc1Cl,kept
negative:430,negative,430,Cc1cc(Cl)ccc1N,kept
negative:431,negative,431,Nc1cc(Cl)ccc1Cl,kept
negative:432,negative,432,S=C1NCCN1,kept
negative:433,negative,433,O=[N+]([O-])c1cccc([N+](=O)[O-])c1,kept
negative:434,negative,434,CCC(C)c1ccc(O)cc1,kept
negative:435,negative,435,O=[N+]([O-])c1ccc(Cl)cc1,kept
negative:436,negative,436,c1ccc(OP(Oc2ccccc2)Oc2ccccc2)cc1,kept
negative:437,negative,437,Oc1ccc(Br)cc1,kept
negative:438,negative,438,Cc1cc(-c2ccc(N)c(C)c2)ccc1N,kept
negative:439,negative,439,COc1ccc(C)cc1N,kept
negative:440,negative,440,c1ccc2sc(SSc3nc4ccccc4s3)nc2c1,kept
negative:441,negative,441,c1ccc(Nc2ccc3ccccc3c2)cc1,kept
negative:442,negative,442,CCOc1ccc(N)cc1,kept
negative:443,negative,443,CON(C)C(=O)Nc1ccc(Cl)c(Cl)c1,kept
negative:444,negative,444,Cc1cc(C)c(O)c(C)c1,kept
negative:445,negative,445,Cc1cc2ccccc2cc1C,kept
negative:446,negative,446,O=C(O)C1CCCCC1C(=O)O,kept
negative:447,negative,447,Cc1ccc2cc3ccccc3cc2c1,kept
negative:448,negative,448,N#Cc1ccc(C#N)cc1,kept
negative:449,negative,449,CC1C=CCC(C)(C)C1,kept
negative:450,negative,450,Cc1cc(Cl)ccc1O,kept
negative:451,negative,451,Clc1cccc(-c2cccc(Cl)c2)c1,kept
negative:452,negative,452,Oc1c(Cl)cc(Cl)c2ccccc12,kept
negative:453,negative,453,CC(C)COc1ccc2ccccc2c1,kept
negative:454,negative,454,BrCCCCCCCCCCBr,kept
negative:455,negative,455,C[n+]1ccc(-c2cc[n+](C)cc2)cc1,kept
negative:456,negative,456,Cc1cc(N=Nc2c(O)ccc3ccccc23)c(S(=O)(=O)O)cc1Cl,kept
negative:457,negative,457,O=S(=O)(O)c1cc(Cl)cc(N=Nc2ccc3c(O)cccc3c2O)c1O,kept
negative:458,negative,458,Clc1cc(Cl)c2c(c1Cl)Oc1ccccc1O2,kept
negative:459,negative,459,COc1c(Cl)ccc(Cl)c1Cl,kept
negative:460,negative,460,O=P(Oc1ccccc1)(Oc1ccccc1)Oc1ccccc1,kept
negative:461,negative,461,COC(C)(C)C,kept
negative:462,negative,462,Clc1nc(Cl)nc(Nc2ccccc2Cl)n1,kept
negative:463,negative,463,CN(C)P(=O)(F)N(C)C,kept
negative:464,negative,464,O=S(=O)(c1ccc(Cl)cc1)c1cc(Cl)c(Cl)cc1Cl,kept
negative:465,negative,465,CCCN(CC)CC1COC2(CCC(C(C)(C)C)CC2)O1,kept
negative:466,negative,466,N#Cc1c(Cl)cccc1Cl,kept
negative:467,negative,467,CC1(C)CCC(Cc2ccc(Cl)cc2)C1(O)Cn1cncn1,kept
negative:468,negative,468,Cc1nc(N(C)C)nc(OC(=O)N(C)C)c1C,kept
negative:469,negative,469,CCOP(=S)(OCC)SCSCC,kept
negative:470,negative,470,CC(C)(C)C(O)C(Oc1ccc(Cl)cc1)n1cncn1,kept
negative:471,negative,471,CC1=C(C)S(=O)(=O)CCS1(=O)=O,kept
negative:472,negative,472,O=C(O)CCCOc1ccc(Cl)cc1Cl,kept
negative:473,negative,473,CC(Oc1ccc(Oc2ncc(C(F)(F)F)cc2Cl)cc1)C(=O)O,kept
negative:474,negative,474,CC(C)(C)c1ccc(CSc2cnn(C(C)(C)C)c(=O)c2Cl)cc1,kept
negative:475,negative,475,O=C(O)c1ccccc1,kept
negative:476,negative,476,c1ccc2nc3ccccc3cc2c1,kept
negative:477,negative,477,O=C(O)c1c(Cl)ccc(Cl)c1Cl,kept
negative:478,negative,478,FC(Cl)(Cl)C(F)(Cl)Cl,kept
negative:479,negative,479,FC(F)(Cl)C(F)(Cl)Cl,kept
negative:480,negative,480,ClCC(Cl)Cl,kept
negative:481,negative,481,Oc1c(Cl)cccc1Cl,kept
negative:482,negative,482,Cc1ccccc1[N+](=O)[O-],kept
negative:483,negative,483,N#Cc1ccccc1C#N,kept
negative:484,negative,484,ClCC(Br)CBr,kept
negative:485,negative,485,Oc1ccc(Cl)cc1Cc1cc(Cl)ccc1O,kept
negative:486,negative,486,Cc1cccc([N+](=O)[O-])c1,kept
negative:487,negative,487,Oc1ccccc1,kept
negative:488,negative,488,Cc1ccc(O)c([N+](=O)[O-])c1,kept
negative:489,negative,489,Oc1ccc(Cl)cc1Cl,kept
negative:490,negative,490,Cc1ccc([N+](=O)[O-])cc1[N+](=O)[O-],kept
negative:491,negative,491,CN(C)c1ccccc1,kept
negative:492,negative,492,Nc1cccc2ccccc12,kept
negative:493,negative,493,c1ccc2c(c1)ccc1c3ccccc3ccc21,kept
negative:494,negative,494,CCOP(=S)(OCC)SCCS(=O)(=O)CC,kept
negative:495,negative,495,CCCCC(CC)COC(=O)CC(C(=O)OCC(CC)CCCC)S(=O)(=O)O,kept
negative:496,negative,496,Oc1cccc(Br)c1,kept
