original_smiles,standardized_smiles,status,reason,changed,fragment_changed,charge_changed,tautomer_changed
CCOP(=S)(OCC)Oc1ncn(-c2ccccc2)n1,CCOP(=S)(OCC)Oc1ncn(-c2ccccc2)n1,ok,,False,False,False,False
C=CCOC(Cn1ccnc1)c1ccc(Cl)cc1Cl,C=CCOC(Cn1ccnc1)c1ccc(Cl)cc1Cl,ok,,False,False,False,False
C#CCOc1ccc(CCN=C(O)C(OCC#C)c2ccc(Cl)cc2)cc1OC,C#CCOc1ccc(CCNC(=O)C(OCC#C)c2ccc(Cl)cc2)cc1OC,ok,,True,False,False,True
COCCN(C(=O)CCl)c1c(C)cccc1C,COCCN(C(=O)CCl)c1c(C)cccc1C,ok,,False,False,False,False
CCc1cccc(C)c1N(C(=O)CCl)C(C)COC,CCc1cccc(C)c1N(C(=O)CCl)C(C)COC,ok,,False,False,False,False
CCCN(CCC)C(=O)SCc1ccccc1,CCCN(CCC)C(=O)SCc1ccccc1,ok,,False,False,False,False
CN1CSC(=S)N(C)C1,CN1CSC(=S)N(C)C1,ok,,False,False,False,False
ClC1C(Cl)C(Cl)C(Cl)C(Cl)C1Cl,ClC1C(Cl)C(Cl)C(Cl)C(Cl)C1Cl,ok,,False,False,False,False
OC(c1ccc(Cl)cc1)(c1cncnc1)c1ccccc1Cl,OC(c1ccc(Cl)cc1)(c1cncnc1)c1ccccc1Cl,ok,,False,False,False,False
Nc1c(Cl)c(F)nc(OCC(=O)O)c1Cl,Nc1c(Cl)c(F)nc(OCC(=O)O)c1Cl,ok,,False,False,False,False
Cc1ccc(N(SC(F)(Cl)Cl)S(=O)(=O)N(C)C)cc1,Cc1ccc(N(SC(F)(Cl)Cl)S(=O)(=O)N(C)C)cc1,ok,,False,False,False,False
COC(=O)c1ccccc1S(=O)(=O)N=C(O)N=c1nc(C)nc(OC)[nH]1,COC(=O)c1ccccc1S(=O)(=O)NC(=O)Nc1nc(C)nc(OC)n1,ok,,True,False,False,True
COC(=O)c1sccc1S(=O)(=O)N=C(O)N=c1nc(C)nc(OC)[nH]1,COC(=O)c1sccc1S(=O)(=O)NC(=O)Nc1nc(C)nc(OC)n1,ok,,True,False,False,True
CC(C)C1(C)NC(c2nc3ccccc3cc2C(=O)O)=NC1=O,CC(C)C1(C)N=C(c2nc3ccccc3cc2C(=O)O)NC1=O,ok,,True,False,False,True
CCN=c1nc(NC(C)(C)C)[nH]c(SC)n1,CCNc1nc(NC(C)(C)C)nc(SC)n1,ok,,True,False,False,True
CC(C1CC1)C(O)(Cn1cncn1)c1ccc(Cl)cc1,CC(C1CC1)C(O)(Cn1cncn1)c1ccc(Cl)cc1,ok,,False,False,False,False
ClC(c1ccccc1)(c1ccccc1)c1ccccc1,ClC(c1ccccc1)(c1ccccc1)c1ccccc1,ok,,False,False,False,False
ClC1C(Br)C(Br)C(Br)C(Br)C1Br,ClC1C(Br)C(Br)C(Br)C(Br)C1Br,ok,,False,False,False,False
COc1ccccc1[N+](=O)[O-],COc1ccccc1[N+](=O)[O-],ok,,False,False,False,False
NS(=O)(=O)c1ccccc1,NS(=O)(=O)c1ccccc1,ok,,False,False,False,False
Brc1cccc(Br)c1,Brc1cccc(Br)c1,ok,,False,False,False,False
Oc1cccc(Cl)c1,Oc1cccc(Cl)c1,ok,,False,False,False,False
C1CCCCC1,C1CCCCC1,ok,,False,False,False,False
c1ccc2c(c1)CCCC2,c1ccc2c(c1)CCCC2,ok,,False,False,False,False
Nc1cc(S(=O)(=O)O)c(O)c2c1C(=O)c1c(O)c(S(=O)(=O)O)cc(N)c1C2=O,Nc1cc(S(=O)(=O)O)c(O)c2c1C(=O)c1c(O)c(S(=O)(=O)O)cc(N)c1C2=O,ok,,False,False,False,False
C1=Cc2cccc3cccc1c23,C1=Cc2cccc3cccc1c23,ok,,False,False,False,False
O=C(O)c1cccc([N+](=O)[O-])c1C(=O)O,O=C(O)c1cccc([N+](=O)[O-])c1C(=O)O,ok,,False,False,False,False
Cc1ccc(Cl)c(O)c1,Cc1ccc(Cl)c(O)c1,ok,,False,False,False,False
NCc1cccc(CN)c1,NCc1cccc(CN)c1,ok,,False,False,False,False
BrCC(CBr)(CBr)CBr,BrCC(CBr)(CBr)CBr,ok,,False,False,False,False
CCN(CC)C(=O)SCc1ccc(Cl)cc1,CCN(CC)C(=O)SCc1ccc(Cl)cc1,ok,,False,False,False,False
c1ccc2c(c1)[nH]c1ccccc12,c1ccc2c(c1)[nH]c1ccccc12,ok,,False,False,False,False
CCOP(=O)(NC(C)C)Oc1ccc(SC)c(C)c1,CCOP(=O)(NC(C)C)Oc1ccc(SC)c(C)c1,ok,,False,False,False,False
OC(=Nc1ccccc1)Nc1cnns1,O=C(Nc1ccccc1)Nc1cnns1,ok,,True,False,False,True
COP(=S)(OC)Oc1c(Cl)cc(C)cc1Cl,COP(=S)(OC)Oc1c(Cl)cc(C)cc1Cl,ok,,False,False,False,False
COCC(=O)N(c1c(C)cccc1C)C(C)C(=O)OC,COCC(=O)N(c1c(C)cccc1C)C(C)C(=O)OC,ok,,False,False,False,False
CC(C)Oc1cccc(N=C(O)c2ccccc2C(F)(F)F)c1,CC(C)Oc1cccc(NC(=O)c2ccccc2C(F)(F)F)c1,ok,,True,False,False,True
c1ccc2c(c1)ccc1cc3c(ccc4ccccc43)cc12,c1ccc2c(c1)ccc1cc3c(ccc4ccccc43)cc12,ok,,False,False,False,False
COc1c(Cl)cc(Cl)cc1Cl,COc1c(Cl)cc(Cl)cc1Cl,ok,,False,False,False,False
O=[N+]([O-])c1ccccc1O,O=[N+]([O-])c1ccccc1O,ok,,False,False,False,False
O=C(O)C1CC=CCC1C(=O)O,O=C(O)C1CC=CCC1C(=O)O,ok,,False,False,False,False
Oc1ccccc1Br,Oc1ccccc1Br,ok,,False,False,False,False
O=[N+]([O-])c1ccc(Cl)c(Cl)c1,O=[N+]([O-])c1ccc(Cl)c(Cl)c1,ok,,False,False,False,False
Oc1nc(O)nc(O)n1,O=c1[nH]c(=O)[nH]c(=O)[nH]1,ok,,True,False,False,True
C1COCCN1,C1COCCN1,ok,,False,False,False,False
CCN(CC)C(=O)c1cccc(C)c1,CCN(CC)C(=O)c1cccc(C)c1,ok,,False,False,False,False
O=S(=O)(O)c1ccc2cc(O)c(S(=O)(=O)O)cc2c1,O=S(=O)(O)c1ccc2cc(O)c(S(=O)(=O)O)cc2c1,ok,,False,False,False,False
c1ccc2c(c1)c1ccccc1c1ccccc21,c1ccc2c(c1)c1ccccc1c1ccccc21,ok,,False,False,False,False
CCCCC(CC)COP(=O)(O)OCC(CC)CCCC,CCCCC(CC)COP(=O)(O)OCC(CC)CCCC,ok,,False,False,False,False
CC(C)CCOCCC(C)C,CC(C)CCOCCC(C)C,ok,,False,False,False,False
O=[N+]([O-])c1cc(Cl)cc(Cl)c1O,O=[N+]([O-])c1cc(Cl)cc(Cl)c1O,ok,,False,False,False,False
N#Cc1cccc(C#N)c1,N#Cc1cccc(C#N)c1,ok,,False,False,False,False
Nc1cc(Cl)c(Cl)cc1Cl,Nc1cc(Cl)c(Cl)cc1Cl,ok,,False,False,False,False
CCCCCCCCCCCCCCCCCCCCCCCCCCCC(=O)OCCO,CCCCCCCCCCCCCCCCCCCCCCCCCCCC(=O)OCCO,ok,,False,False,False,False
N#Cc1nn(-c2c(Cl)cc(C(F)(F)F)cc2Cl)c(N)c1S(=O)C(F)(F)F,N#Cc1nn(-c2c(Cl)cc(C(F)(F)F)cc2Cl)c(N)c1[S+]([O-])C(F)(F)F,ok,,True,True,False,False
O=C1c2ccccc2C(=O)N1SC(Cl)(Cl)Cl,O=C1c2ccccc2C(=O)N1SC(Cl)(Cl)Cl,ok,,False,False,False,False
CS(=O)(=O)c1cc(C(F)(F)F)ccc1C(=O)c1cnoc1C1CC1,CS(=O)(=O)c1cc(C(F)(F)F)ccc1C(=O)c1cnoc1C1CC1,ok,,False,False,False,False
O=C(O)C1C2CCC(O2)C1C(=O)O,O=C(O)C1C2CCC(O2)C1C(=O)O,ok,,False,False,False,False
Cc1cc(C(F)(C(F)(F)F)C(F)(F)F)ccc1NC(=O)c1cccc(I)c1C(O)=NC(C)(C)CS(C)(=O)=O,Cc1cc(C(F)(C(F)(F)F)C(F)(F)F)ccc1NC(=O)c1cccc(I)c1C(=O)NC(C)(C)CS(C)(=O)=O,ok,,True,False,False,True
CC(C)N=C(O)N1CC(=O)N(c2cc(Cl)cc(Cl)c2)C1=O,CC(C)NC(=O)n1cc(O)n(-c2cc(Cl)cc(Cl)c2)c1=O,ok,,True,False,False,True
CCCCc1c(OS(=O)(=O)N(C)C)nc(=NCC)[nH]c1C,CCCCc1c(C)nc(NCC)nc1OS(=O)(=O)N(C)C,ok,,True,False,False,True
CC(Cl)CCl,CC(Cl)CCl,ok,,False,False,False,False
COC(=O)c1ccccc1CS(=O)(=O)NC(O)=Nc1nc(OC)cc(OC)n1,COC(=O)c1ccccc1CS(=O)(=O)NC(=O)Nc1nc(OC)cc(OC)n1,ok,,True,False,False,True
CCONC(CC)=C1C(=O)CC(c2c(C)cc(C)cc2C)CC1=O,CCON=C(CC)C1C(=O)CC(c2c(C)cc(C)cc2C)CC1=O,ok,,True,False,False,True
CCC(C)c1cc([N+](=O)[O-])cc([N+](=O)[O-])c1OC(=O)OC(C)C,CCC(C)c1cc([N+](=O)[O-])cc([N+](=O)[O-])c1OC(=O)OC(C)C,ok,,False,False,False,False
Cc1ccc(O)c(C)c1,Cc1ccc(O)c(C)c1,ok,,False,False,False,False
